BASMID,EDCPUB,SPUBCHOIX,SCONSIDR,SEENJOY,SEGRADES,SEABSNT,SEFUTUREX,SEGRADEQ,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,HDHEALTH,CDOBMM,CDOBYY,CSEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1MTHSWRK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,DSBLTY,HHPARN16X,HHPARN16_BRD,NUMSIBSX,PARGRADEX,RACEETHN,INTACC,ALLGRADEX,CENREG,ZIPLOCL
20161001239,1,1,1,2,1,3,6,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,4,4,2,2,3,1,1,4,2,2,2,2,2,2,1,2,3,2,2,2,10,1999,2,2,2,1,1,2,3,1,40,12,47,2,4,1,2,2,2,0,4,3,1,10,2,11
20161001261,1,3,2,1,5,2,5,3,1,2,1,2,2,2,2,2,3,1,1,1,1,1,1,1,2,2,1,1,2,4,2,2,1,1,2,2,2,1,7,2,2,1,2,2008,2,3,6,1,1,2,5,3,-1,0,32,2,2,2,2,2,2,3,1,3,3,2,1,21
20161001263,1,2,2,1,2,0,5,3,1,2,1,1,1,2,2,2,30,2,1,1,1,1,1,1,3,1,1,1,1,4,1,2,1,1,2,1,1,1,7,1,2,1,11,2005,1,5,6,1,1,2,1,1,40,3,33,1,2,2,2,1,1,3,1,3,2,5,2,21
20161001269,1,2,2,1,1,0,5,1,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,2,2,1,1,1,4,2,1,2,1,1,1,1,1,7,1,1,1,7,2008,2,2,4,2,1,1,1,1,40,12,41,1,9,1,2,1,1,1,5,4,1,2,2,21
20161001276,1,1,1,2,1,3,6,1,1,1,1,2,1,1,2,1,10,1,1,2,1,2,2,2,3,3,1,1,1,4,3,1,1,1,1,2,1,1,3,1,2,1,8,2002,1,2,4,1,1,2,1,4,-1,0,31,1,4,2,2,1,1,1,4,4,1,8,4,21
20161001283,1,2,2,2,5,7,4,1,1,1,1,2,1,2,2,2,3,2,1,1,1,1,1,1,3,1,2,2,1,4,3,1,1,1,1,1,1,2,4,2,2,2,3,2009,1,2,2,1,1,2,3,1,40,12,34,2,3,1,2,2,2,0,3,1,1,1,4,41
20161001305,1,2,2,1,1,0,6,1,1,2,1,1,1,1,2,1,12,1,1,1,1,2,2,1,3,9,1,2,1,4,3,2,1,2,1,2,1,1,0,1,1,1,10,2001,2,2,3,5,5,2,1,6,-1,0,68,1,8,1,1,4,1,0,4,1,1,7,2,41
20161001317,1,2,2,1,1,3,6,1,1,1,1,1,1,1,2,1,30,1,1,1,1,1,1,1,4,10,1,1,2,3,1,1,2,2,2,1,1,1,1,2,2,1,11,1998,2,2,4,2,1,1,1,1,50,12,48,1,9,1,2,1,1,1,4,1,1,12,2,13
20161001400,1,3,1,2,2,5,5,3,2,2,2,2,2,2,2,2,0,2,1,2,2,1,2,2,4,7,2,2,1,2,1,1,1,1,1,1,1,1,4,2,2,1,4,1999,2,2,4,1,1,2,1,1,40,12,50,1,9,1,2,1,1,1,4,1,1,11,4,12
20161001408,1,3,2,1,2,6,6,3,1,2,1,1,2,1,2,1,4,1,1,2,3,2,3,4,3,15,2,2,1,3,2,2,2,1,1,1,1,1,0,1,1,2,8,2000,2,2,3,5,5,2,3,1,40,7,70,2,4,1,1,4,2,1,3,2,1,9,2,23
20161001420,1,1,1,1,3,10,4,3,2,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,3,4,1,1,1,4,2,1,1,1,1,1,1,1,7,1,2,1,12,2003,2,2,3,1,1,2,5,7,-1,0,41,1,1,2,1,1,1,0,2,1,3,6,3,41
20161001421,1,3,1,1,2,3,6,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,4,30,1,2,1,4,5,1,2,1,1,1,1,2,5,2,2,1,5,2001,1,4,4,1,1,2,1,1,32,12,47,1,5,2,2,1,1,1,3,2,1,9,2,21
20161001457,2,3,2,2,2,7,6,2,2,2,1,2,1,2,2,2,4,2,2,1,1,1,1,1,4,8,1,2,1,3,1,2,2,2,2,1,1,2,4,2,1,3,7,2001,2,2,4,1,1,2,1,1,40,12,70,2,4,1,2,2,2,1,3,1,1,9,2,41
20161001465,1,2,2,1,1,5,5,1,1,1,1,2,1,1,2,2,5,1,1,1,1,1,1,1,3,5,2,2,1,4,2,2,2,1,1,1,1,2,6,2,1,1,2,2004,1,2,4,1,1,2,1,1,45,12,48,1,10,1,2,1,1,1,4,1,1,6,1,42
20161001485,1,1,1,1,1,5,5,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,4,8,1,2,1,4,4,1,1,1,1,1,1,1,4,1,1,1,8,2001,1,2,6,2,2,1,1,1,45,12,46,1,8,1,1,1,1,3,4,3,1,8,3,12
20161001504,1,3,2,2,2,6,6,2,1,2,1,1,1,1,2,1,3,1,1,1,1,1,1,1,2,4,1,1,1,3,2,1,2,1,1,1,2,1,3,2,1,2,9,2002,1,2,2,5,5,2,2,6,-1,12,67,2,6,1,2,4,2,0,4,2,1,8,3,21
20161001515,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,3,2,1,1,1,4,2,1,2,2,1,2,1,1,7,2,2,2,7,2001,1,2,5,1,1,2,1,1,40,12,41,1,8,1,2,1,1,2,3,3,1,9,4,21
20161001528,1,3,2,2,1,7,6,1,2,2,1,2,2,2,2,2,30,2,1,1,2,1,1,2,4,21,2,2,1,4,2,1,2,2,2,2,1,1,0,2,1,3,2,1999,1,2,4,1,1,2,4,2,20,12,45,1,7,1,2,1,1,1,4,1,1,11,2,42
20161001534,1,1,2,2,2,0,4,3,2,2,1,1,1,2,2,1,3,1,2,2,1,2,2,1,2,2,1,1,1,4,2,2,2,1,1,2,1,2,4,1,2,1,7,2001,1,2,5,1,3,2,1,1,35,12,29,1,6,2,2,1,1,2,3,1,1,8,3,21
20161001556,1,2,2,2,1,6,6,2,1,2,1,2,2,1,2,2,5,2,1,2,2,2,4,3,2,10,1,1,2,2,1,2,2,1,1,2,1,2,4,2,2,2,11,2001,2,2,4,5,5,2,1,5,-1,11,52,1,7,1,2,4,1,1,2,4,1,9,2,32
20161001559,1,2,1,2,2,3,5,3,2,2,1,2,2,2,2,2,3,2,1,2,1,2,4,2,3,6,2,2,1,3,1,2,2,2,1,1,1,2,4,1,2,1,10,1998,1,2,4,1,1,2,1,2,60,12,44,1,10,1,2,1,1,1,3,1,1,11,3,21
20161001569,1,1,2,1,1,5,6,2,1,1,1,1,1,1,2,2,4,2,2,3,1,3,3,3,3,5,1,2,1,4,4,1,1,1,1,1,1,2,7,1,1,1,12,2005,2,2,6,2,1,2,1,1,40,12,33,1,9,1,2,1,1,3,4,1,1,4,3,32
20161001593,1,2,2,2,2,2,4,3,1,2,2,1,1,2,2,1,4,1,1,1,1,1,1,1,2,5,1,2,1,4,2,1,1,2,2,1,2,2,4,1,1,1,11,1999,1,2,2,1,1,2,3,1,49,12,36,1,3,2,2,1,1,0,3,1,1,12,1,41
20161001620,1,1,2,2,2,0,5,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,4,7,2,2,1,4,2,2,2,1,2,2,1,2,0,2,1,2,6,2003,2,2,3,1,1,2,5,1,20,9,37,2,1,2,2,2,2,1,4,2,2,7,2,32
20161001629,1,3,2,2,2,8,6,1,2,2,1,1,1,1,2,2,4,1,1,1,1,1,1,1,4,10,1,1,1,4,3,2,2,2,2,2,1,2,7,1,1,3,2,2006,1,6,5,5,1,1,1,5,-1,0,53,1,3,2,1,1,1,0,5,4,1,4,1,11
20161001643,2,3,1,2,1,5,5,2,1,2,1,1,1,1,2,2,4,1,1,1,1,1,1,1,3,8,2,2,1,4,3,2,1,1,1,1,1,2,5,2,1,2,12,2004,2,2,3,2,1,1,3,1,40,12,46,2,9,1,2,3,2,1,3,1,1,5,2,21
20161001659,1,2,2,2,2,6,4,2,1,2,1,2,1,1,2,1,16,1,1,1,1,1,1,1,3,10,2,2,1,3,2,1,1,2,1,2,2,2,2,2,2,2,2,1998,1,2,5,2,1,1,3,7,-1,0,53,1,5,1,2,1,1,1,5,1,2,12,3,21
20161001666,1,1,1,1,5,3,5,3,1,1,1,1,1,1,2,2,8,1,1,2,2,2,1,1,6,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,7,2,1,1,7,2007,2,2,3,1,1,2,1,1,40,12,45,1,9,1,1,1,1,0,4,3,1,3,4,33
20161001679,1,2,2,2,1,1,5,2,1,2,1,2,1,1,2,2,6,2,2,2,2,2,3,2,5,-1,-1,-1,-1,-1,-1,2,2,1,2,1,1,1,7,1,2,1,5,2002,1,2,5,1,1,2,1,1,40,12,51,1,8,1,2,1,1,1,5,1,1,7,2,42
20161001686,1,1,2,2,1,2,5,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,4,5,1,1,2,3,2,1,2,1,1,2,1,2,4,1,2,1,1,2004,2,2,4,1,1,2,1,1,20,7,47,1,9,1,2,1,1,1,4,1,1,6,3,22
20161001720,1,2,1,3,3,2,6,2,2,2,2,2,2,2,2,1,2,2,2,4,4,4,4,4,5,-1,-1,-1,-1,-1,-1,2,2,1,1,2,1,1,3,1,1,1,10,2002,1,2,6,1,1,2,1,1,40,12,39,2,4,1,2,2,2,2,4,2,1,8,2,11
20161001767,1,1,2,3,2,4,6,2,1,1,2,2,1,1,2,1,6,2,1,2,2,3,2,2,3,2,1,2,1,3,1,2,2,1,2,1,1,2,4,1,2,2,3,2000,1,2,2,1,1,2,3,1,50,12,51,2,8,1,2,2,2,0,5,1,1,10,3,41
20161001790,1,1,2,1,2,7,6,3,1,2,1,1,1,2,2,2,6,1,2,1,3,2,2,2,1,2,3,3,1,4,2,1,2,2,2,1,1,1,4,1,2,1,9,2005,1,5,3,2,1,1,1,2,60,12,34,1,2,2,2,1,1,0,3,3,1,5,1,21
20161001814,1,2,2,2,1,5,5,2,1,1,1,2,2,1,1,1,60,1,1,2,2,1,2,1,2,2,1,1,2,3,1,1,2,2,1,1,1,2,4,2,2,1,5,1999,1,2,4,1,1,2,1,5,-1,0,45,1,8,1,2,1,1,1,5,1,1,11,2,21
20161001815,1,3,2,2,3,1,2,3,1,1,1,2,2,2,2,1,4,1,1,1,1,1,1,1,3,8,1,2,1,4,3,2,2,1,1,1,1,2,4,1,1,3,10,2007,1,2,3,1,1,2,5,1,32,12,27,1,3,2,1,2,1,0,3,2,2,2,2,11
20161001818,1,3,2,2,5,4,5,2,1,1,1,2,1,2,2,2,6,2,1,2,1,1,2,2,3,2,1,1,1,4,3,1,1,1,2,1,1,1,7,1,1,2,2,2009,1,6,3,1,1,2,1,2,35,12,47,1,7,1,2,1,1,0,5,1,1,1,1,21
20161001835,1,1,1,1,1,4,6,1,1,1,1,1,1,1,2,2,20,1,1,1,1,1,1,1,3,8,1,1,1,4,3,1,1,1,1,1,1,1,7,1,1,1,8,2009,2,2,3,1,1,2,1,1,60,12,39,1,10,1,2,1,1,0,5,1,1,K,3,42
20161001885,1,1,2,2,2,2,4,3,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,3,5,1,1,1,2,2,1,1,1,1,1,1,1,3,2,2,1,6,2002,2,2,2,1,1,2,3,1,35,12,53,2,6,2,1,2,2,0,4,1,1,8,2,21
20161001893,1,1,2,2,2,0,4,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,2,3,3,1,1,1,3,2,1,2,1,1,1,1,1,6,2,2,2,9,2003,2,2,3,2,1,1,3,5,-1,3,56,2,1,1,2,3,2,1,4,1,2,7,1,42
20161001912,1,2,2,2,5,5,6,1,1,1,1,1,1,1,2,2,7,2,1,1,1,1,1,1,2,2,1,1,2,4,3,1,1,2,1,1,2,1,4,1,1,2,4,2009,2,2,4,1,1,2,1,1,18,12,47,1,10,1,2,1,1,1,5,4,1,1,3,21
20161001943,1,1,2,1,2,8,6,2,1,2,2,2,1,1,2,2,2,2,1,3,2,3,3,2,3,4,1,1,2,4,3,1,2,1,2,2,1,1,4,1,2,1,7,2004,2,2,3,7,1,2,3,7,-1,0,46,2,2,2,2,2,2,0,3,1,1,6,3,41
20161001944,1,2,1,2,2,6,4,3,2,2,2,2,2,2,2,2,0,1,1,1,1,1,1,1,3,5,1,2,1,3,2,1,2,2,2,2,1,1,4,2,2,2,7,1998,2,2,4,2,1,1,1,1,55,12,46,1,9,2,2,1,1,1,3,1,1,12,2,21
20161001958,1,3,1,1,1,1,6,1,1,2,1,1,2,2,2,2,4,1,1,3,1,4,4,2,3,4,3,2,1,4,3,1,1,1,1,1,1,1,7,1,2,2,7,2008,1,2,2,1,1,2,4,3,-1,5,29,2,1,2,2,2,2,0,2,4,3,2,2,12
20161001972,1,3,2,1,1,2,6,1,1,1,1,2,1,1,2,2,6,1,1,1,1,1,1,1,4,15,1,1,1,4,4,1,1,1,1,1,1,1,7,1,1,2,4,2008,1,1,5,2,1,1,1,1,50,12,33,1,9,2,2,1,1,0,4,4,1,2,4,21
20161001975,1,1,1,2,1,3,5,1,1,2,1,1,1,1,2,2,10,1,1,1,1,1,2,1,3,4,1,1,1,4,3,1,2,1,1,1,1,1,7,1,1,1,1,2009,1,2,5,1,1,2,1,5,-1,0,33,1,9,1,1,1,1,2,5,4,1,1,2,21
20161001988,1,1,2,1,1,4,6,1,1,2,1,2,2,1,2,1,12,2,1,1,1,1,1,1,3,8,1,1,1,4,3,1,2,1,2,1,1,1,6,2,1,1,8,2000,2,2,3,2,1,1,1,7,-1,0,56,1,5,1,2,1,1,0,3,1,1,9,3,31
20161002013,1,3,2,2,1,2,4,3,1,1,1,1,1,1,2,2,5,1,1,1,1,2,2,1,6,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,1,0,1,1,2,10,2009,1,2,4,2,1,1,1,1,40,12,37,1,6,1,1,1,1,1,3,1,1,K,4,33
20161002034,1,3,1,1,5,0,6,2,1,1,1,1,1,2,2,2,4,2,1,2,1,2,1,2,4,7,1,1,1,4,4,1,1,1,1,1,1,1,7,1,1,1,11,2010,2,5,3,1,1,2,1,2,40,12,40,1,2,3,2,1,1,0,3,3,1,K,1,11
20161002041,1,2,1,1,3,2,4,3,1,1,2,2,1,2,2,2,6,2,2,1,1,1,1,1,3,10,1,1,1,4,3,1,1,2,1,1,2,1,7,1,2,2,7,2007,1,2,6,5,5,2,5,7,-1,0,61,1,2,1,2,4,1,3,4,3,3,3,2,41
20161002054,1,2,2,2,2,7,6,3,1,2,1,2,2,1,2,1,3,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,6,2,1,2,4,2000,1,2,4,1,1,2,1,3,-1,3,40,1,4,1,2,1,1,1,3,1,3,10,2,41
20161002060,1,2,1,2,5,2,5,3,1,2,1,2,1,1,2,2,6,1,2,2,2,2,2,2,3,7,1,1,1,3,2,1,1,1,2,1,2,1,7,2,2,2,5,2003,2,2,4,2,1,1,3,1,48,12,38,2,4,2,2,3,2,2,2,3,3,7,4,42
20161002094,1,2,2,2,2,1,5,2,1,2,1,2,2,1,2,2,8,2,1,2,1,2,2,2,4,15,2,2,1,2,1,2,2,2,2,1,1,1,5,2,1,1,9,1999,1,2,5,2,1,1,1,1,45,12,46,1,10,1,2,1,1,2,5,1,1,11,1,21
20161002151,2,2,1,1,1,4,6,1,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,4,7,3,3,1,4,2,1,1,1,1,1,1,2,7,1,2,1,6,2005,2,2,6,1,1,1,1,1,50,10,51,1,10,1,2,1,1,1,5,1,1,5,2,43
20161002171,1,1,2,1,1,0,2,1,2,2,2,2,2,2,2,2,0,2,1,1,1,1,1,1,4,10,1,1,1,4,4,2,1,2,2,1,2,1,7,2,2,2,3,2008,2,2,3,7,2,2,2,6,-1,0,69,2,4,1,2,2,2,0,2,1,1,2,3,41
20161002200,2,1,2,2,1,3,5,2,1,1,1,1,2,2,2,1,3,1,1,2,1,2,1,1,4,14,1,1,1,4,4,1,2,1,2,1,2,1,4,1,1,2,12,2004,1,2,8,2,1,1,1,1,40,12,48,1,4,2,2,1,1,6,3,2,1,5,3,12
20161002204,1,1,1,2,2,1,6,2,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,2,3,7,1,1,1,3,1,1,2,1,1,1,1,1,7,2,1,3,6,1999,2,2,4,1,1,2,1,1,40,10,45,1,10,1,2,1,1,1,4,1,1,11,4,23
20161002211,1,3,2,2,2,5,6,2,1,2,1,2,1,2,2,2,2,2,1,1,3,1,1,1,3,7,1,1,1,4,1,2,2,2,2,2,1,2,2,2,2,1,11,1997,1,2,6,1,1,2,1,1,32,12,43,1,9,1,2,1,1,3,3,1,1,12,3,21
20161002229,1,2,1,2,2,6,5,2,1,1,1,1,1,1,2,1,30,1,1,1,2,1,2,1,2,2,1,1,1,4,2,1,1,2,1,1,1,1,6,2,2,1,7,2009,2,2,4,2,1,1,1,1,58,12,49,1,10,1,2,1,1,1,5,4,1,1,4,42
20161002237,1,1,2,1,1,6,6,1,1,1,1,2,1,1,2,1,12,2,1,1,2,1,1,1,4,5,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,3,7,1998,2,2,4,1,1,2,1,5,-1,3,52,1,10,1,1,1,1,1,4,1,1,12,4,21
20161002239,1,1,1,2,1,0,5,2,1,1,1,2,1,1,2,2,12,1,1,1,2,1,2,1,3,10,1,1,1,4,2,2,2,1,1,1,1,2,5,2,2,3,2,2001,1,2,5,2,1,1,1,1,55,12,48,1,9,1,2,1,1,2,4,1,1,9,3,21
20161002240,1,3,2,2,2,5,5,3,1,1,1,2,1,1,2,2,5,1,1,1,2,1,1,1,3,3,1,1,2,4,3,1,2,2,1,1,1,1,2,2,2,1,8,2004,1,2,5,1,1,2,1,5,-1,0,40,1,7,1,2,1,1,2,5,1,1,5,3,41
20161002244,1,2,2,1,1,1,6,1,1,2,1,1,1,2,2,2,3,1,1,1,1,1,1,1,4,3,3,1,1,1,5,2,2,2,2,2,2,2,2,2,2,1,1,2003,2,2,4,1,1,2,2,1,40,12,45,2,8,1,2,2,2,2,3,3,1,7,1,21
20161002245,2,2,2,3,3,2,3,3,2,2,1,2,1,1,2,1,3,1,1,1,2,2,1,1,3,5,1,1,1,3,5,1,2,2,2,2,1,1,3,1,1,1,11,1999,1,6,4,1,1,2,1,2,40,11,53,1,4,1,2,1,1,0,3,3,1,10,1,13
20161002261,1,2,2,2,2,2,2,3,1,2,1,2,1,1,2,2,5,1,1,2,2,1,3,2,2,1,1,2,1,2,1,2,1,1,1,1,2,2,7,2,2,1,4,2009,1,2,4,1,1,2,1,1,40,12,34,1,6,1,2,1,1,1,3,1,3,K,2,42
20161002274,1,1,2,1,1,2,6,1,1,1,1,1,1,1,2,2,5,1,1,1,1,1,1,1,3,4,1,1,1,4,3,1,1,1,1,1,2,1,3,2,1,1,8,2009,2,2,6,5,5,2,4,1,40,12,48,2,7,1,2,4,2,0,4,2,1,1,2,11
20161002283,1,1,1,2,1,6,6,1,1,1,1,1,1,1,2,2,9,1,1,1,1,2,1,1,3,3,3,1,1,2,1,1,1,1,1,1,2,1,3,1,2,1,10,2003,2,2,3,1,1,2,1,1,41,12,53,1,9,1,2,1,1,0,5,1,2,6,2,13
20161002286,1,1,2,2,1,2,6,2,1,2,1,1,1,2,2,2,5,2,1,3,3,3,2,3,4,15,1,1,1,4,4,2,1,1,1,1,1,2,7,1,2,3,11,2003,2,6,4,2,1,1,1,1,40,12,44,1,9,2,2,1,1,1,4,4,1,7,1,21
20161002298,1,1,2,1,5,3,6,2,1,1,1,1,1,1,1,2,10,1,1,1,1,1,1,1,4,6,1,1,2,4,3,1,1,2,1,1,2,2,4,2,2,1,9,2007,1,2,5,2,1,1,1,2,35,12,48,1,10,1,2,1,1,1,4,1,1,2,4,11
20161002300,1,1,1,1,1,5,5,2,1,1,1,1,1,1,1,2,9,1,1,1,1,1,1,1,4,15,2,2,1,4,3,2,2,1,2,1,1,2,4,2,1,1,8,2004,1,2,3,1,1,2,1,1,20,12,41,1,9,1,2,1,1,0,4,1,1,6,1,11
20161002326,2,3,1,2,1,0,6,2,1,1,2,2,1,1,2,2,4,1,1,2,2,2,2,2,4,10,2,2,2,4,4,1,1,2,1,2,1,2,0,2,2,1,7,2008,2,2,4,2,1,1,1,1,60,12,54,1,10,3,2,1,1,1,4,1,1,2,1,11
20161002381,1,3,1,2,5,8,3,4,1,2,1,2,1,1,2,2,2,1,1,3,3,2,1,2,2,4,1,1,1,4,2,1,1,2,1,2,1,2,7,2,1,1,4,2009,2,2,5,1,1,2,1,5,-1,0,34,1,3,2,2,1,1,2,1,1,1,1,4,21
20161002391,2,2,1,3,1,1,6,1,1,1,1,2,2,1,1,2,6,2,1,2,4,3,4,4,4,20,2,2,1,1,5,2,2,2,2,2,2,2,2,2,2,3,7,2000,2,2,3,1,1,2,1,1,40,10,60,1,9,1,2,1,1,0,3,1,1,10,1,32
20161002397,1,1,2,2,2,1,6,1,1,2,1,2,1,2,2,1,5,1,2,1,1,1,1,1,4,12,1,1,1,4,4,2,2,2,2,2,1,2,3,1,2,1,12,2000,2,2,2,1,1,2,1,1,32,12,50,2,3,2,2,2,2,0,2,2,1,9,3,11
20161002401,2,2,1,2,1,0,6,1,1,1,1,1,1,1,2,2,10,1,1,2,1,1,1,1,4,12,1,1,1,4,4,2,1,1,1,1,1,1,5,1,2,1,11,2008,1,2,4,1,1,2,1,5,-1,0,40,1,7,1,2,1,1,1,5,2,1,1,2,31
20161002413,1,1,2,2,1,2,5,2,1,2,1,2,1,1,2,2,10,1,1,1,2,1,1,1,3,4,1,1,1,4,3,2,2,1,1,2,1,1,7,2,2,1,3,2007,2,2,3,1,1,2,1,1,40,12,35,1,7,1,2,1,1,0,2,1,1,3,4,11
20161002416,1,3,2,1,1,3,6,2,1,1,1,1,1,1,1,2,10,1,1,1,1,2,2,1,3,6,1,1,1,4,2,1,1,2,2,1,1,1,5,1,1,2,1,2008,1,2,3,1,1,2,3,7,-1,0,47,2,5,1,2,2,2,1,3,3,1,2,3,21
20161002450,1,1,2,1,1,0,6,1,1,1,1,1,1,1,2,2,12,2,1,1,1,1,1,1,4,10,1,1,1,4,2,1,1,1,1,1,1,1,3,1,2,1,5,2005,2,6,6,1,1,2,1,2,10,12,44,1,7,1,2,1,1,2,4,2,1,5,4,11
20161002457,1,2,2,1,1,1,6,1,1,2,1,1,1,1,2,2,6,1,1,1,1,1,1,1,4,12,1,2,1,3,3,1,2,2,2,1,1,1,4,1,1,1,1,2004,1,2,5,2,1,1,1,1,60,12,42,1,10,1,2,1,1,2,5,1,1,6,1,21
20161002461,1,2,2,2,1,6,6,2,1,2,1,2,1,2,2,1,6,1,1,2,2,1,3,2,3,6,1,2,1,3,3,1,2,2,1,2,1,1,4,2,1,2,1,1999,1,2,3,1,1,2,3,1,30,12,52,2,2,1,2,2,2,1,4,1,1,11,3,21
20161002479,1,2,2,1,2,9,3,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,4,3,3,3,2,2,2,3,5,2,2,2,2,1,2,2,3,1,2,1,5,2004,1,2,5,1,1,2,1,1,30,12,32,1,3,3,2,1,1,1,2,1,3,6,2,41
20161002482,1,2,2,1,2,0,2,4,1,2,1,1,1,1,2,2,5,2,1,2,2,2,3,2,4,8,1,2,1,4,4,1,1,1,1,2,1,2,5,2,2,2,8,2006,2,2,5,1,2,2,1,7,-1,0,43,1,3,1,1,1,1,2,2,2,2,3,2,42
20161002489,1,2,2,2,1,2,5,1,1,2,1,2,1,2,2,2,3,2,1,1,1,1,1,1,4,15,1,2,1,2,1,1,2,2,2,2,2,1,6,1,1,1,11,2000,2,2,4,1,1,2,1,1,22,10,45,1,9,1,2,1,1,1,4,1,1,10,1,21
20161002503,1,1,1,2,1,4,5,1,1,2,1,2,1,1,2,2,5,1,1,1,1,1,1,1,4,15,2,2,1,4,3,1,2,2,2,2,1,1,5,1,2,1,7,2002,2,2,4,1,1,2,1,1,40,12,48,1,9,1,2,1,1,1,3,1,1,8,4,22
20161002507,1,3,2,2,2,2,4,3,1,1,1,2,1,1,2,2,25,1,1,1,2,1,2,2,2,1,1,1,1,4,1,1,1,2,2,1,1,1,4,2,2,2,7,2002,2,2,3,2,1,1,3,1,42,12,48,2,6,1,2,3,2,1,2,1,1,8,3,31
20161002522,1,2,2,1,1,4,6,2,1,2,1,2,1,1,2,2,4,1,1,1,2,1,1,1,4,8,2,2,1,4,5,1,1,1,1,1,1,2,0,1,2,1,1,2000,2,2,4,1,1,2,1,1,41,12,56,1,5,1,2,1,1,1,3,4,1,2,3,21
20161002524,1,1,2,1,1,2,5,2,1,1,1,2,2,1,2,2,15,2,1,1,1,1,1,1,4,5,1,1,1,1,1,1,2,2,2,1,1,2,3,2,1,1,1,2001,2,2,4,2,1,1,1,2,50,12,46,1,9,1,2,1,1,1,3,1,1,9,3,21
20161002541,1,2,2,2,1,3,6,1,1,1,1,1,1,2,2,2,7,1,1,3,4,1,3,3,4,6,2,2,1,4,4,1,1,1,1,1,1,1,7,1,1,2,6,2006,1,2,3,1,1,2,1,5,-1,3,47,1,8,1,2,1,1,0,4,4,1,4,2,21
20161002579,1,2,2,2,1,5,6,2,1,2,1,2,2,1,2,2,25,1,1,1,1,2,2,2,3,5,1,1,1,3,2,2,1,1,2,1,1,2,1,2,2,1,6,2002,2,2,4,1,1,2,1,5,-1,0,45,1,8,1,2,1,1,1,4,1,1,8,3,21
20161002605,1,2,2,1,3,0,4,3,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,3,5,1,1,2,3,1,2,2,2,2,2,1,2,4,2,2,3,11,2002,2,2,2,1,1,2,1,3,-1,0,48,2,1,2,2,2,2,0,2,2,1,7,2,33
20161002606,1,2,1,2,2,3,2,3,2,2,1,2,2,1,2,2,3,1,2,1,1,1,1,1,3,10,1,1,1,3,1,1,2,2,1,2,1,1,3,2,2,2,3,2003,2,2,3,5,5,1,3,1,40,5,61,2,2,2,2,4,2,1,2,1,1,6,2,23
20161002643,1,2,2,2,2,2,5,2,1,2,2,2,2,2,2,2,3,1,1,1,2,2,2,1,3,5,1,1,2,4,3,2,2,2,2,2,2,2,6,2,2,2,6,2003,1,2,4,2,1,1,1,1,40,12,53,1,8,1,2,1,1,1,3,4,1,7,2,41
20161002646,1,1,2,1,1,1,6,1,1,1,1,2,1,1,1,2,30,1,1,1,1,1,1,1,4,15,1,1,1,3,1,1,2,2,2,1,1,1,3,2,2,1,8,1999,1,2,4,1,1,2,1,1,23,9,48,1,10,1,2,1,1,1,5,3,1,10,3,13
20161002690,1,1,2,2,1,6,5,2,1,1,1,1,1,1,1,1,30,1,1,2,2,2,2,2,3,5,1,2,1,3,1,1,2,2,1,1,2,2,2,2,2,2,12,2001,2,2,4,2,1,1,3,1,40,12,46,2,7,1,2,3,2,2,5,1,1,8,3,43
20161002691,1,1,2,2,1,4,6,2,1,2,1,2,2,1,2,1,4,2,1,2,2,2,1,1,4,12,1,1,1,4,3,2,2,2,2,2,1,2,4,2,2,1,7,2001,1,2,4,1,1,2,1,1,40,12,48,1,10,1,2,1,1,1,5,1,1,9,2,12
