BASMID,EDCPUB,SPUBCHOIX,SCONSIDR,SEENJOY,SEGRADES,SEABSNT,SEFUTUREX,SEGRADEQ,FSSPORTX,FSVOL,FSMTNG,FSPTMTNG,FSATCNFN,FSFUNDRS,FSCOMMTE,FSCOUNSLR,FSFREQ,FSNOTESX,FSMEMO,FCSCHOOL,FCTEACHR,FCSTDS,FCORDER,FCSUPPRT,FHHOME,FHWKHRS,FHAMOUNT,FHCAMT,FHPLACE,FHCHECKX,FHHELP,FOSTORY2X,FOCRAFTS,FOGAMES,FOBUILDX,FOSPORT,FORESPON,FOHISTX,FODINNERX,FOLIBRAYX,FOBOOKSTX,HDHEALTH,CDOBMM,CDOBYY,CSEX,CSPEAKX,HHTOTALXX,RELATION,P1REL,P1SEX,P1MRSTA,P1EMPL,P1HRSWK,P1MTHSWRK,P1AGE,P2GUARD,TTLHHINC,OWNRNTHB,DSBLTY,HHPARN16X,HHPARN16_BRD,NUMSIBSX,PARGRADEX,RACEETHN,INTACC,ALLGRADEX,CENREG,ZIPLOCL
20161108635,1,2,2,1,5,0,6,1,1,1,1,1,1,1,2,2,20,1,1,4,4,4,3,3,3,14,1,2,1,4,4,1,1,1,1,1,1,1,7,1,1,1,4,2009,1,6,5,2,1,1,1,2,12,10,30,1,4,1,1,1,1,2,2,1,1,K,4,12
20161108653,1,2,1,2,5,2,5,3,1,2,2,1,1,1,2,2,1,1,1,3,1,2,4,4,4,5,1,1,1,4,2,2,1,1,1,2,1,2,5,1,1,3,6,2008,1,2,3,2,1,1,1,1,42,12,28,1,5,2,1,1,1,0,3,1,1,2,2,23
20161108666,2,3,2,1,1,0,6,1,1,2,1,2,1,1,2,2,4,2,1,1,1,1,1,1,4,1,1,1,1,4,1,2,1,1,2,1,1,1,4,1,2,1,8,2008,2,6,3,1,2,2,1,1,40,12,51,1,6,1,2,1,1,0,4,4,1,2,4,21
20161108677,1,1,2,2,3,0,6,2,1,1,1,1,1,1,1,1,40,2,1,1,1,2,2,2,4,2,1,1,1,3,3,2,2,1,1,1,1,1,5,1,1,2,8,2003,1,2,7,1,1,2,1,5,-1,0,42,1,2,2,2,1,1,4,2,3,3,7,4,21
20161108686,1,2,2,1,2,1,6,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,4,5,3,3,1,3,3,2,2,1,2,1,2,2,5,2,2,1,9,2004,1,5,4,1,1,2,1,1,32,8,41,1,4,1,2,1,1,1,1,3,1,5,2,11
20161108719,1,3,1,2,2,3,6,2,1,2,1,2,2,1,1,2,15,2,1,1,1,3,2,2,2,3,1,1,1,4,2,1,2,1,1,1,1,1,5,1,1,1,3,1999,1,2,2,1,1,2,3,1,50,12,45,2,9,1,2,2,2,0,3,3,1,11,4,11
20161108721,1,3,1,1,1,2,6,1,1,1,1,2,1,1,1,1,4,1,1,1,2,1,1,1,4,10,1,1,1,3,1,2,2,1,2,1,1,1,4,2,1,2,5,2000,2,2,3,1,1,2,3,1,40,12,54,2,9,1,1,2,2,0,4,1,1,10,2,21
20161108753,1,1,2,2,2,14,5,3,2,2,2,2,2,2,2,2,0,2,1,2,4,2,2,2,4,10,2,2,1,3,1,2,2,1,2,1,2,2,0,2,2,3,8,1999,2,2,5,2,1,1,1,1,45,12,63,1,8,1,1,1,1,2,3,1,1,11,2,33
20161108754,1,1,2,2,1,10,5,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,2,2,3,3,1,1,1,4,1,1,2,2,1,1,1,2,4,2,2,2,12,2002,1,2,4,1,1,2,1,1,40,12,40,1,8,1,2,1,1,1,3,1,1,7,4,21
20161108756,1,3,2,1,2,2,5,2,1,2,1,1,1,2,2,2,10,1,1,1,1,1,1,1,4,10,1,1,1,3,3,2,2,2,2,1,1,2,1,2,1,1,8,2002,2,4,4,1,1,2,1,5,-1,0,40,1,8,2,2,1,1,1,5,4,1,7,3,21
20161108763,1,3,1,2,1,6,6,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,4,3,1,1,1,4,2,1,2,2,2,1,1,1,3,2,2,1,12,2003,2,2,5,1,1,2,1,2,20,12,51,1,8,1,2,1,1,2,5,1,1,6,4,21
20161108782,1,2,2,2,1,0,6,1,1,2,1,2,1,1,2,2,4,1,1,2,2,2,2,2,3,8,1,2,1,3,2,1,2,2,1,1,2,2,3,2,2,1,10,2001,2,2,4,1,1,2,1,1,36,12,51,1,7,1,2,1,1,1,3,1,1,8,2,42
20161108793,1,2,1,4,1,2,6,1,2,2,1,1,2,2,2,1,1,2,2,4,2,4,4,4,1,3,3,3,1,2,2,2,2,2,2,2,1,1,5,2,2,1,6,2000,2,5,4,2,1,1,1,1,40,10,39,1,3,1,2,1,1,1,1,3,1,10,1,21
20161108800,1,3,2,1,5,2,4,2,1,1,1,2,1,1,2,2,5,1,1,1,1,1,1,1,6,-1,-1,-1,-1,-1,-1,1,1,2,1,1,2,2,7,1,2,1,11,2009,1,2,4,1,1,2,3,1,40,12,40,2,7,1,1,2,2,2,4,1,1,K,3,21
20161108818,1,1,1,4,4,2,3,4,1,2,1,1,1,2,2,2,4,1,1,2,2,1,1,2,1,1,1,2,2,2,5,1,2,2,2,2,1,1,0,1,2,3,5,2001,1,2,2,1,1,2,5,1,50,12,37,2,4,2,1,2,2,0,4,2,1,9,2,13
20161108860,1,3,2,2,1,2,6,1,2,2,2,2,2,2,2,2,0,1,1,2,2,1,1,2,4,10,1,1,1,1,5,1,1,1,1,1,1,2,4,2,1,2,7,2000,2,2,3,1,1,2,1,1,50,12,44,1,9,1,2,1,1,0,3,1,1,10,4,21
20161108890,2,2,1,1,1,3,6,1,1,1,1,1,1,1,2,1,10,1,1,1,1,1,1,1,2,1,1,1,1,4,2,1,1,1,1,1,1,2,5,1,1,1,1,2010,2,2,4,2,1,1,1,2,50,12,38,1,10,1,2,1,1,1,5,1,1,K,3,21
20161108901,1,2,2,2,4,0,2,3,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,3,5,2,2,1,4,3,1,2,1,1,1,1,2,2,2,2,1,4,2006,1,2,6,1,1,2,1,1,54,12,34,1,2,2,2,1,1,2,2,3,1,3,2,32
20161108918,1,3,2,1,2,0,6,1,1,1,2,1,2,2,2,2,3,2,1,1,1,1,1,1,3,7,1,1,1,4,4,1,1,1,1,1,1,1,7,2,1,2,3,2005,1,2,3,5,1,2,1,1,32,12,25,2,3,1,2,2,2,0,4,2,1,5,2,21
20161108939,1,2,2,2,1,5,6,2,1,1,1,1,1,1,2,2,8,1,1,2,2,2,2,2,3,2,1,2,1,4,2,2,2,1,2,1,1,2,4,2,2,2,8,2008,1,2,4,1,1,2,1,5,-1,0,42,1,10,1,2,1,1,1,4,1,1,2,2,42
20161108952,1,2,2,2,1,1,6,1,1,2,1,2,2,1,2,2,4,1,1,1,2,1,2,2,4,28,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,1,6,2003,1,2,3,1,1,2,3,1,40,12,44,2,6,2,2,2,2,1,5,1,1,7,1,21
20161108979,1,1,2,1,1,3,5,1,1,2,1,2,2,1,2,2,4,1,1,1,1,1,1,1,4,3,1,1,2,4,4,1,1,2,2,1,1,2,7,2,2,1,10,2009,2,2,3,7,1,2,3,1,40,12,32,2,9,1,2,2,2,0,4,1,1,K,2,41
20161109019,1,1,2,2,2,0,6,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2,2,6,1,2,2,3,2,2,1,1,2,2,1,2,4,2,2,1,10,1999,2,2,5,1,1,1,1,1,60,12,45,1,9,1,2,1,1,2,3,3,1,10,2,11
20161109057,1,1,2,2,3,1,4,4,2,2,2,2,2,2,2,1,2,1,1,4,3,4,4,4,3,3,3,1,1,2,1,2,2,1,2,2,1,1,7,2,2,2,5,2002,2,2,3,1,1,2,5,7,-1,0,46,2,3,2,1,2,2,1,4,2,1,8,2,22
20161109077,1,1,1,2,1,3,5,1,1,2,1,1,1,2,2,2,5,1,1,3,1,2,3,3,4,3,1,1,1,4,2,2,1,1,2,1,2,2,3,2,1,1,12,2009,1,2,3,1,1,2,5,1,40,12,25,2,6,2,2,2,2,0,4,1,1,K,2,21
20161109124,1,2,1,1,1,1,6,1,1,1,1,1,1,1,1,2,20,1,1,3,2,3,1,2,3,5,1,1,1,4,2,1,1,1,1,1,2,2,4,1,2,1,12,2005,1,2,5,2,1,1,5,1,55,12,45,2,10,1,2,3,2,1,5,1,1,4,1,21
20161109125,1,2,1,1,5,1,5,2,1,1,1,1,1,1,2,2,15,1,1,1,1,1,1,2,3,2,1,1,1,4,3,1,1,1,1,1,1,2,3,2,1,1,8,2008,2,2,4,5,1,2,5,1,40,12,29,2,10,1,2,2,2,0,3,4,1,1,3,21
20161109160,1,1,2,2,1,5,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,6,-1,-1,-1,-1,-1,-1,1,1,2,1,1,1,1,5,1,2,1,3,2003,1,1,2,2,1,1,3,1,30,12,39,2,3,1,2,3,2,0,2,1,1,7,4,21
20161109164,1,1,1,2,2,0,5,3,1,2,1,2,1,1,2,2,5,1,1,1,1,2,1,1,3,3,1,1,1,4,1,1,2,2,2,1,2,2,3,2,1,1,4,2004,1,2,4,1,1,2,1,1,50,11,45,1,9,1,2,1,1,1,5,1,1,6,4,12
20161109168,1,3,2,3,2,3,4,3,1,1,1,2,1,1,2,1,6,1,1,2,1,2,2,2,3,5,3,1,1,3,1,2,2,1,1,1,1,2,6,2,1,1,9,2001,2,2,4,1,1,2,1,5,-1,0,47,1,10,1,2,1,1,1,5,1,1,8,1,21
20161109175,1,2,1,1,1,15,6,1,1,2,1,2,1,1,2,2,3,1,1,1,1,1,1,2,3,3,1,1,1,4,5,2,2,2,2,2,1,2,5,2,1,2,4,1999,2,2,4,1,1,2,1,1,26,12,50,1,7,1,1,1,1,0,4,1,1,11,4,23
20161109177,1,3,1,1,5,6,6,1,1,1,1,1,1,1,2,2,20,1,1,2,1,2,2,2,3,5,1,1,1,4,3,1,1,1,1,1,1,1,7,1,1,1,5,2010,2,2,4,2,1,1,1,2,35,12,56,1,6,2,1,1,1,1,3,1,1,K,4,33
20161109202,1,1,2,2,1,0,6,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,4,2,2,2,1,1,1,2,2,7,1,1,1,1,2004,1,2,4,1,1,2,1,7,-1,0,35,1,3,1,2,1,1,1,3,1,1,6,3,22
20161109209,1,3,1,2,1,4,6,1,1,1,1,1,1,1,2,1,3,2,1,1,1,1,1,1,3,4,3,1,1,4,5,1,1,1,1,1,1,2,6,1,1,2,7,2001,2,2,2,1,1,2,3,7,-1,0,53,2,3,1,2,2,2,0,3,4,1,9,1,21
20161109211,1,3,2,1,1,0,6,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,4,5,1,1,1,3,1,2,1,1,1,1,1,1,2,1,2,2,5,2003,2,6,6,9,6,1,5,4,-1,0,56,1,2,1,2,4,1,3,1,4,1,6,2,21
20161109230,2,2,2,2,1,4,6,2,1,1,1,2,1,1,2,2,5,1,1,1,1,1,1,1,3,5,1,1,1,3,1,1,2,2,2,2,1,2,2,2,1,1,12,2002,1,2,3,1,1,2,1,1,36,12,44,1,9,1,2,1,1,0,3,1,1,7,2,21
20161109242,1,2,1,2,1,8,6,1,1,1,1,1,1,1,2,2,3,2,1,2,1,2,2,3,3,4,1,2,1,4,3,2,1,1,1,1,2,2,5,2,2,3,7,2007,1,2,4,1,1,2,1,1,40,12,29,1,7,2,2,1,1,1,3,1,1,3,2,32
20161109247,1,1,2,1,1,3,5,1,1,2,1,2,2,2,1,1,12,1,1,2,2,2,2,2,2,6,1,1,1,3,1,2,2,1,1,1,2,1,6,1,2,2,7,1998,2,2,4,1,1,2,1,1,28,10,47,1,9,1,2,1,1,1,5,1,1,12,3,41
20161109276,1,1,1,2,1,5,5,2,2,2,1,2,1,1,2,1,5,1,1,1,1,1,2,1,6,-1,-1,-1,-1,-1,-1,1,1,2,1,1,2,1,3,2,2,4,12,2000,1,2,5,2,1,1,1,1,40,12,53,1,8,1,1,1,1,2,3,1,1,9,4,12
20161109284,1,3,2,1,5,10,6,1,1,1,1,1,1,1,2,2,10,2,1,1,1,1,2,1,3,5,1,2,1,4,3,1,1,1,1,1,1,1,7,1,2,1,2,2010,1,3,4,1,1,2,1,5,-1,0,30,1,6,1,2,1,1,1,2,3,1,K,4,11
20161109298,2,2,2,2,5,0,2,2,1,2,1,1,1,2,2,1,5,1,1,1,1,1,1,1,6,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,1,4,2,2,2,5,2001,1,2,5,1,1,2,5,1,26,12,37,1,5,2,1,1,1,2,3,1,1,7,3,11
20161109350,1,3,2,1,3,2,4,3,1,2,2,2,2,1,2,2,3,1,1,2,2,2,2,2,3,2,2,2,1,3,3,2,2,1,1,1,1,2,7,2,2,1,4,2002,1,2,2,3,6,2,3,1,40,12,52,2,4,1,2,4,2,0,3,1,1,8,2,21
20161109358,2,3,1,2,1,1,6,3,1,1,1,2,1,1,2,2,14,1,1,1,1,1,2,1,3,1,1,2,1,4,3,1,1,1,1,1,1,2,0,2,2,2,1,2009,1,2,5,1,1,2,1,2,75,12,40,1,2,1,2,1,1,2,3,1,1,1,2,42
20161109366,1,1,2,2,2,2,6,2,1,1,1,2,1,1,1,2,12,1,1,2,2,2,2,2,4,5,2,2,2,3,2,2,2,1,2,1,1,2,2,2,2,2,11,2005,1,2,4,2,1,1,1,1,40,12,47,1,10,1,1,1,1,1,5,1,1,4,1,21
20161109380,1,2,2,2,1,5,5,1,1,1,1,1,1,2,2,1,4,1,1,2,2,2,1,2,4,24,2,2,1,2,1,1,2,2,2,1,2,1,6,2,1,2,3,2002,2,4,4,2,1,2,1,1,40,12,52,1,8,1,2,1,1,1,5,4,1,8,2,21
20161109395,1,3,2,2,1,4,5,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,3,5,1,2,1,3,2,1,2,2,2,2,1,1,2,2,2,2,1,1999,2,2,4,1,1,2,1,1,32,12,48,1,4,1,2,1,1,1,2,4,3,11,2,11
20161109434,1,2,2,1,3,3,3,4,1,2,1,2,1,1,2,1,40,1,1,1,1,1,1,1,4,4,1,2,1,4,4,2,1,1,1,2,2,2,7,1,2,1,7,2008,1,3,6,1,1,2,5,2,9,12,36,2,2,2,1,2,2,3,3,3,3,2,2,42
20161109474,1,3,2,3,1,10,6,2,1,2,1,2,2,1,2,2,5,2,1,3,2,1,3,4,4,14,2,2,1,4,2,1,2,2,2,1,1,1,6,1,1,2,7,1999,2,2,4,1,1,2,1,1,35,10,46,1,8,1,1,1,1,1,5,4,1,11,1,21
20161109478,1,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,0,2,1,3,3,2,3,2,1,3,1,1,1,1,5,2,2,2,1,1,1,2,0,2,2,2,5,1997,1,2,6,1,3,2,1,1,40,12,36,1,5,1,1,1,1,3,2,1,1,12,3,31
20161109500,1,3,2,2,5,15,4,2,2,2,1,2,1,1,2,2,3,2,1,1,1,2,2,2,3,4,3,2,1,4,3,1,1,2,1,1,2,2,7,2,1,2,3,2007,1,2,5,2,1,1,1,1,40,12,39,1,7,1,2,1,1,2,3,1,1,3,4,33
20161109522,1,1,2,1,1,0,5,2,1,1,1,1,1,1,2,2,20,1,1,1,1,1,1,1,2,1,3,1,2,4,2,1,2,2,2,1,1,1,6,2,1,1,9,2004,1,2,5,2,1,1,1,1,40,12,34,1,7,1,2,1,1,2,3,1,1,5,2,41
20161109538,1,1,2,3,4,10,6,2,2,2,1,1,1,2,2,2,4,1,1,2,3,3,2,2,4,7,2,2,1,4,2,1,2,2,1,1,1,1,7,2,1,3,7,2000,1,6,2,1,1,2,3,7,-1,0,52,2,2,2,1,2,2,0,3,1,1,10,3,23
20161109555,1,3,2,2,2,12,4,3,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,3,1,1,2,3,2,2,2,1,1,1,2,7,1,2,2,8,2000,2,2,3,1,1,2,1,7,-1,0,38,1,3,1,2,1,1,0,3,2,1,10,2,12
20161109578,1,2,1,2,1,5,6,2,1,1,2,2,2,2,2,2,20,2,2,3,4,2,4,3,3,4,1,1,1,3,2,1,2,2,2,1,1,2,4,2,2,2,1,2000,2,2,6,1,1,2,3,1,48,12,45,2,3,1,2,2,2,4,3,1,2,10,4,41
20161109594,1,1,2,1,2,2,6,2,2,2,1,1,1,2,2,2,3,2,2,2,2,1,2,3,1,2,3,2,1,4,1,2,2,1,1,1,2,1,5,2,2,1,1,2001,1,2,6,5,5,2,3,1,40,12,39,2,3,1,1,4,2,2,3,1,1,10,4,12
20161109607,1,1,1,2,2,2,5,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,3,5,2,2,1,4,3,1,1,1,1,1,1,2,5,2,1,2,1,2003,1,2,5,1,1,2,5,5,-1,12,35,1,7,1,2,1,1,2,3,1,1,7,2,42
20161109699,1,2,2,4,3,10,2,4,1,2,1,2,2,2,2,2,2,1,1,3,3,2,3,3,1,1,3,2,1,3,1,2,2,2,1,2,2,2,4,2,2,3,1,2002,1,2,2,1,1,2,3,7,-1,0,47,2,1,1,2,2,2,0,3,1,1,8,2,42
20161109709,1,1,2,1,1,14,6,1,1,2,1,2,2,1,2,2,6,2,1,1,1,1,2,1,4,10,1,1,1,1,1,1,2,1,1,1,1,1,5,2,2,1,9,1999,2,2,3,5,5,2,1,5,-1,0,61,1,9,1,2,4,1,0,3,1,1,10,2,21
20161109741,1,1,1,2,3,0,5,3,1,2,1,2,1,2,2,1,5,1,2,2,2,2,2,1,2,6,1,2,1,3,2,2,2,2,1,2,1,1,5,2,2,2,11,2001,2,3,5,2,1,1,1,2,50,12,52,1,4,1,2,1,1,2,3,3,1,9,4,11
20161109756,1,1,1,3,1,4,6,3,1,1,1,1,2,1,2,2,5,1,2,2,2,2,1,2,3,4,2,2,1,4,2,1,2,2,1,1,1,1,6,2,2,1,10,2006,1,2,3,2,1,1,1,2,50,12,58,1,8,1,2,1,1,0,4,1,3,3,2,42
20161109758,1,2,1,2,2,0,6,1,1,2,1,2,2,1,2,1,6,1,1,2,2,1,3,3,4,12,2,2,1,4,2,1,2,2,2,1,1,1,7,2,1,1,5,2003,1,5,3,1,1,2,1,1,40,12,41,1,7,1,2,1,1,0,4,4,1,7,2,21
20161109764,1,1,2,2,4,5,4,4,2,2,1,2,1,2,2,1,5,1,1,2,2,2,2,1,5,-1,-1,-1,-1,-1,-1,2,2,2,1,2,1,2,5,2,2,1,9,1999,1,2,3,1,1,2,1,7,-1,0,40,1,5,1,2,1,1,0,3,1,1,10,4,12
20161109765,1,2,2,1,5,1,5,1,1,1,1,2,1,1,2,2,5,2,1,2,1,1,1,1,3,2,1,1,1,4,3,1,1,1,1,1,1,1,7,1,2,1,6,2008,2,2,4,1,1,2,1,1,25,10,52,1,5,1,2,1,1,1,4,1,1,1,2,22
20161109779,2,3,1,2,1,6,5,2,1,1,1,1,1,1,2,1,10,1,1,1,1,1,2,1,4,8,2,2,1,3,1,1,2,2,1,1,1,2,5,1,1,1,11,2000,1,2,2,2,1,1,3,1,40,12,42,2,6,2,1,3,2,0,3,1,1,9,4,21
20161109799,1,2,1,1,1,3,5,2,1,1,1,2,1,1,2,1,20,1,1,1,1,1,1,1,3,5,1,2,1,4,4,2,1,1,1,1,1,1,1,2,2,2,6,2003,1,2,2,1,1,2,5,1,50,12,31,2,5,1,2,2,2,0,4,4,1,7,2,21
20161109800,1,2,2,2,1,6,6,1,2,2,2,2,2,2,2,2,0,1,1,2,2,2,2,2,4,35,1,1,2,1,5,1,2,2,2,2,1,1,1,2,1,1,1,1998,2,6,4,2,1,1,1,1,50,12,52,1,4,2,2,1,1,1,2,4,1,12,4,12
20161109818,1,2,2,1,1,0,6,1,1,2,1,1,1,1,2,2,5,1,1,1,1,1,1,1,4,2,1,1,1,4,4,1,1,1,2,1,2,1,7,2,1,1,9,2008,1,2,4,1,1,2,1,1,40,12,53,1,6,1,2,1,1,1,5,3,1,1,2,12
20161109824,1,3,2,2,5,1,3,3,1,1,1,1,1,1,2,1,5,1,1,1,1,2,2,1,3,4,1,1,1,4,4,1,1,1,1,1,1,2,6,2,2,2,10,2008,1,2,4,1,1,2,1,1,35,5,27,1,7,1,2,1,1,1,3,1,1,1,3,31
20161109830,2,3,2,1,2,5,6,2,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,4,5,1,1,1,4,3,1,1,1,1,1,1,2,7,1,1,1,10,2006,2,2,4,1,1,2,3,1,35,12,44,2,3,1,1,2,2,2,4,1,1,3,2,12
20161109837,1,1,2,2,1,7,6,2,1,1,1,1,1,1,2,2,8,1,1,1,1,1,2,2,2,2,1,1,1,4,1,1,1,1,1,1,1,1,7,1,2,1,11,2004,2,2,4,2,1,1,1,2,60,12,42,1,9,1,2,1,1,1,4,1,1,5,3,42
20161109839,1,2,2,1,1,14,4,1,1,2,1,1,2,2,2,2,12,2,2,1,1,1,1,1,4,1,1,1,1,4,4,2,1,2,2,1,2,2,7,1,2,1,5,2007,1,2,4,1,1,2,1,3,-1,0,40,2,1,2,2,2,2,1,1,4,1,3,1,11
20161109867,2,2,1,1,5,0,5,2,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,4,6,1,1,1,4,3,1,1,1,1,1,2,2,5,1,1,1,9,2006,2,2,4,2,1,1,1,1,55,12,55,1,10,1,2,1,1,3,5,1,1,3,1,21
20161109868,1,2,2,2,1,2,5,2,1,2,1,1,1,1,2,2,5,1,1,1,1,1,2,1,4,8,1,1,1,4,1,2,2,2,2,1,1,1,5,2,2,1,7,2000,1,2,4,2,2,1,1,2,45,12,52,1,9,1,1,1,1,1,3,1,1,10,4,12
20161109870,1,2,2,1,1,3,2,3,2,2,1,2,1,2,2,2,7,1,1,3,4,1,4,4,5,-1,-1,-1,-1,-1,-1,2,1,2,1,1,2,2,7,2,2,3,11,2002,2,1,5,1,1,2,5,5,-1,0,36,2,1,2,1,2,2,3,3,4,1,7,4,11
20161109875,1,3,1,1,1,3,6,1,1,2,2,1,2,1,2,1,3,2,1,3,2,3,3,4,4,40,3,3,1,1,1,1,2,2,2,2,1,1,4,2,2,3,12,2000,1,2,4,1,1,2,1,1,36,7,44,1,10,1,1,1,1,1,5,4,1,9,2,11
20161109882,1,1,2,2,2,8,5,3,1,1,1,2,1,1,2,2,7,2,1,2,1,2,2,2,1,2,1,1,1,4,3,2,2,1,1,1,2,1,3,2,2,1,2,2008,1,2,4,1,1,2,1,1,40,12,47,1,7,1,2,1,1,1,5,1,1,2,3,33
20161109909,1,1,1,1,2,12,6,3,1,2,1,1,1,2,2,1,5,1,1,1,1,1,1,1,3,5,1,1,1,3,5,2,2,2,1,1,1,1,5,1,1,2,1,2001,1,2,4,2,1,1,1,1,40,12,52,1,2,1,2,1,1,1,1,3,3,8,4,11
20161109912,1,3,2,2,1,3,6,2,1,1,1,2,2,1,2,2,2,2,1,2,1,3,3,2,3,7,1,1,1,4,5,1,1,1,1,2,1,1,5,2,1,1,2,1998,2,2,2,1,1,2,3,1,40,12,44,2,8,1,2,2,2,0,4,1,1,12,3,21
20161109960,1,1,2,2,5,0,6,3,1,2,1,2,1,2,2,1,5,1,1,1,1,1,1,1,3,4,1,2,1,4,2,2,1,1,1,1,1,1,5,1,1,1,8,2007,1,3,5,1,1,2,1,3,-1,0,39,1,5,1,2,1,1,2,2,3,1,4,4,33
20161109966,1,3,2,1,1,7,4,1,1,1,1,1,1,1,2,2,3,2,1,1,1,1,1,1,3,1,1,1,1,3,1,2,1,1,2,1,1,1,7,1,1,1,2,2005,2,2,5,1,1,2,1,1,20,5,31,1,5,1,2,1,1,2,4,4,1,5,4,21
20161110002,1,1,1,1,1,1,5,1,1,2,1,2,1,1,2,2,3,1,2,1,2,1,2,2,3,5,1,1,2,4,1,1,1,1,2,1,2,2,1,2,2,1,5,2008,1,2,3,1,1,2,3,1,40,12,25,1,3,2,2,1,1,0,3,1,3,2,3,33
20161110029,1,1,2,3,1,1,6,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,3,1,1,3,5,1,1,2,2,1,1,2,4,2,2,2,4,2003,2,5,3,2,1,1,1,1,25,9,48,1,7,1,2,1,1,0,3,3,1,7,4,21
20161110032,2,3,1,2,1,1,6,1,1,1,1,2,1,1,2,2,9,1,1,1,1,1,1,2,3,5,1,1,2,2,1,1,2,2,1,1,1,1,6,1,2,1,10,2003,1,2,4,1,1,2,1,1,40,12,44,1,10,1,2,1,1,1,5,1,1,6,3,32
20161110047,1,3,2,2,2,20,4,3,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,2,5,2,2,2,2,1,1,2,3,2,2,1,5,1999,1,2,4,1,1,2,1,1,40,12,44,1,10,1,2,1,1,1,3,3,1,11,4,41
20161110061,1,2,2,2,1,2,6,1,1,2,2,2,2,1,2,1,3,2,1,2,1,1,1,2,3,2,2,2,1,1,1,2,1,2,1,1,1,1,4,2,2,2,6,1998,2,2,4,1,1,2,1,1,50,12,49,1,8,1,2,1,1,1,3,1,1,12,2,11
20161110067,1,2,2,1,1,0,2,3,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,6,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,1,7,2,2,2,9,1996,2,2,3,2,1,1,1,6,-1,0,64,1,4,1,1,1,1,0,1,3,4,12,3,32
20161110084,1,3,1,2,5,8,5,2,1,2,1,1,1,1,2,1,13,1,1,2,2,2,1,1,3,6,2,2,1,4,3,2,1,1,1,1,2,2,7,1,1,1,3,2006,2,2,3,2,1,1,3,1,50,12,35,2,4,2,1,3,2,1,3,1,1,4,4,12
20161110098,1,3,2,1,2,4,6,3,1,1,2,1,1,2,2,1,5,2,1,1,1,1,1,1,4,5,1,2,1,4,4,1,1,1,1,1,1,1,7,2,2,1,8,2000,1,2,3,6,6,2,5,1,40,12,20,2,1,1,2,4,2,1,2,1,4,10,3,12
20161110108,1,2,1,2,2,2,5,4,1,1,1,1,1,1,2,2,20,1,1,1,1,1,1,2,4,6,2,2,1,4,4,1,1,1,2,1,2,2,7,2,2,1,5,2005,2,2,5,1,1,2,1,5,-1,0,41,1,8,1,2,1,1,2,3,1,1,5,2,21
20161110120,1,3,1,3,5,5,6,3,1,2,2,2,2,2,2,1,3,2,2,4,4,4,4,4,4,3,1,1,1,4,4,1,1,1,1,1,1,1,7,1,1,1,3,2008,1,2,3,1,1,2,1,5,-1,0,28,2,1,2,1,2,2,1,3,3,1,2,1,11
20161110124,1,3,2,1,2,15,5,3,2,2,2,2,1,2,2,2,4,2,2,1,1,1,1,1,3,0,1,1,1,4,5,2,2,2,2,1,1,1,5,2,2,2,4,2000,1,3,7,1,1,2,1,5,-1,0,41,1,6,1,2,1,1,3,1,3,3,10,2,32
20161110150,1,3,2,2,1,1,6,1,1,2,1,2,2,2,2,2,1,2,1,2,2,1,1,3,4,20,2,1,1,3,1,2,2,2,2,2,1,1,3,1,1,3,7,2003,2,2,3,2,1,1,1,1,40,12,43,1,9,1,2,1,1,0,5,4,1,7,1,21
20161110151,1,2,2,1,5,3,5,3,1,2,1,1,1,1,2,2,3,1,1,2,2,3,4,3,3,5,1,1,1,4,3,1,1,1,1,1,1,2,7,1,1,1,1,2005,2,2,6,5,5,2,1,2,20,12,62,1,8,1,2,3,1,1,3,1,1,5,1,42
20161110163,1,1,2,1,1,0,5,1,1,1,1,1,1,2,2,2,4,1,1,1,1,1,1,1,4,2,1,1,2,2,1,2,2,2,2,1,2,2,3,2,2,1,10,2003,2,5,6,1,1,2,1,1,40,12,41,1,7,2,2,1,1,3,2,3,1,7,4,21
